teamName,inGameName,Deck Code 1,Deck Code 2,Deck Code 3,Deck Code 4
topopablo11#1716,topopablo11#1716,AAECAa0GHgntAfsBlwKcAqEE5QTtBaQH9gelCdIK0wrXCvIM+wyStAKDuwK1uwLYuwLqvwLRwQLSwQLYwQLZwQLKwwLwzwLo0AKQ0wL26gIAAA==,AAECAaIHCLICrwSStgKRvALKwwLKywLCzgKc4gILtAHtAqgF1AXdCIHCAuvCApvLAqbOAvvTAtvjAgA=,AAECAf0GBsQI4KwCysMCoM4Cl9MC2OcCDNsGtgfMCJvCAt7EAufLAvLQAvjQAojSAvzlAurmAujnAgA=,AAECAZICApG8AsrDAg73A6gF5gXlB8GrArazAs27AobBAuTCAuvCAsrLApvNAvvTAovlAgA=
sirmauri#1367,sirmauri#1367,"### Druida2 personalizado # Clase: Druida # Formato: Estándar # Año del Mamut # # 1x (1) Escamas terráneas # 2x (1) Ídolo de jade # 2x (1) Jaspe mágico inferior # 2x (2) Cólera # 2x (2) Crecimiento salvaje # 1x (2) Moco del pantano ácido # 2x (3) Brote de jade # 2x (4) Bifurcación # 2x (4) Flagelo # 2x (4) Rompehechizos # 2x (4) Vigilante del cenagal # 2x (5) Nutrir # 1x (6) Aya Zarpa Negra # 2x (6) Behemoth de jade # 2x (6) Peste contagiosa # 1x (7) Malfurion el Pestilente # 2x (10) Infestación definitiva #  AAECAZICBIoHlL0C+cACmdMCDUBf8gXEBuQIvq4CtLsCy7wC3b4CoM0Ch84CmNICntICAA== #  # Para usar este mazo, cópialo en el portapapeles y crea un mazo nuevo en Hearthstone.","### Paladín personalizado2 # Clase: Paladín # Formato: Estándar # Año del Mamut # # 2x (1) Escudera Argenta # 2x (1) Marinero de Mares del Sur # 1x (1) Parches el Pirata # 2x (1) Perdidos en la jungla # 2x (1) Protectora justa # 2x (1) Veterana de Acherus # 2x (2) Lobo temible alfa # 2x (2) Malabarista de cuchillos # 2x (3) Favor divino # 2x (3) Hoja de refuerzos # 2x (3) Maza sin identificar # 2x (4) Bendición de reyes # 2x (4) Llamamiento a las armas # 1x (5) Leeroy Jenkins # 1x (6) Guardián del sol Tarim # 1x (6) Val'anyr # 2x (7) Trepacavernas #  AAECAZ8FBK8EkbwCucECt+kCDacF1AX1Ba8H2QexCNmuArjHAuPLApXOAvjSAvvTAtblAgA= #  # Para usar este mazo, cópialo en el portapapeles y crea un mazo nuevo en Hearthstone.","### Pícaro personalizado # Clase: Pícaro # Formato: Estándar # Año del Mamut # # 2x (0) Paso de las Sombras # 2x (0) Puñalada # 2x (1) Bicho de fuego # 1x (1) Marinero de Mares del Sur # 1x (1) Parches el Pirata # 2x (1) Rufián pretencioso # 1x (2) Príncipe Keleseth # 2x (3) Agente del IV:7 # 2x (3) Capitán de Mares del Sur # 1x (3) Edwin VanCleef # 1x (3) Polluelo sañoso # 2x (4) Juglar elfo # 2x (4) Minero encadenado # 2x (5) Destripadora puavil # 2x (5) Horrocrusto cobalto # 1x (5) Leeroy Jenkins # 2x (7) Pesadilla ósea # 2x (7) Trepacavernas #  AAECAaIHBrICrwTUBZG8Ap/CApziAgy0Ae0CqAXdCJK2AoHCAuvCApvLAsrLAqbOAvvTAtvjAgA= #  # Para usar este mazo, cópialo en el portapapeles y crea un mazo nuevo en Hearthstone.","### Sacerdote personalizado # Clase: Sacerdote # Formato: Estándar # Año del Mamut # # 1x (0) Círculo de sanación # 1x (0) Silencio # 1x (1) Clériga de Villanorte # 1x (1) Palabra de poder: escudo # 1x (1) Poción de locura # 1x (1) Punición Sagrada # 1x (1) Sanación conjunta # 1x (1) Sonda psiónica # 1x (2) Acaparador de botín # 1x (2) Elemental radiante # 1x (2) Explosión mental # 1x (2) Ingeniera novata # 1x (2) Mago sangriento Thalnos # 1x (2) Palabra de Sombras: dolor # 1x (2) Piromántico salvaje # 1x (2) Restallido espiritual # 1x (2) Sombras # 1x (3) Acólito de dolor # 1x (3) Palabra de Sombras: muerte # 1x (3) Sacerdote de la garra del Kabal # 1x (3) Trepador de alquitrán # 1x (4) Kazakus # 1x (4) Sacerdote del festín # 1x (4) Sacerdotisa Auchenai # 1x (5) Raza el Encadenado # 1x (6) Poción de fuego de dragón # 1x (6) Subastador de Gadgetzan # 1x (7) Alarido psíquico # 1x (7) Profeta Velen # 1x (8) Anduin Siegasombras #  AAECAa0GHgntAfsBlwKcAqEE5QTtBaQH9gelCdIK0wrXCvIM+wyStAKDuwK1uwLYuwLwuwLqvwLRwQLSwQLYwQLKwwLwzwLo0AKQ0wKb5wIAAA== #  # Para usar este mazo, cópialo en el portapapeles y crea un mazo nuevo en Hearthstone."
YugiMexicano#1759,YugiMexicano#1759,AAECAf0GCvIF2wbECMwI4KwCm8ICrs0CoM4Cl9MCl+gCCrYH3sQC38QC58sC8tAC+NACiNIC/OUC6uYC6OcCAA==,AAECAaIHBrICrwSRvAKbywLKywKc4gIMtAHtAqgF1AXyBd0IkrYCgcIC68ICps4C+9MC2+MCAA==,AAECAa0GHgntAZcCnAKhBOUE7QWkB/YHpQnSCtMK1grXCvIM+wyStAKDuwK1uwLYuwLwuwLqvwLRwQLSwQLYwQLZwQLkwgLwzwLo0AKQ0wIAAA==,AAECAZICBPIFrqsClL0CmdMCDUBfxAbkCL6uArS7Asu8As+8At2+AqDNAofOApjSAp7SAgA=
MataPajaro#1974,MataPajaro#1974,AAECAaIHBrICrwSRvALKwwLKywKc4gIMtAHtAqgF1AXdCJK2AoHCAuvCApvLAqbOAvvTAtvjAgA=,AAECAZICBP4BrqsClL0CmdMCDUBfhQjkCLS7As27Asu8At2+AqDNAofOApjSAp7SAoTmAgA=,AAECAa0GAqUJvsgCDvgC5QSNCNEK8gyCtQK1uwK6uwLwuwLRwQLYwQLKwwLL5gL86gIA,AAECAf0GBMnCApfTAp3iAtvpAg2TBPcEtgfhB8QI3sQC58sC8tAC+NACiNICi+EC/OUC6OcCAA==
JhenRs#1884,JhenRs#1884,AAECAf0GCooB4KwCycIC58sCrs0CoM4Cl9MCneICl+gC2+kCCpME2wa2B97EAvLQAvjQAojSAovhAvzlAujnAgA=,AAECAaIHBrICrwSRvALKywLP4QKc4gIMtAHtAqgF1AXdCJK2AoHCAuvCApvLAqbOAvvTAtvjAgA=,AAECAa0GHgntAfsBlwKcAqEE5QTtBfYHpQnSCtMK1grXCvIM+wyStAKDuwK1uwLYuwLqvwLRwQLSwQLYwQLZwQLKwwK+yALwzwLo0AKQ0wIAAA==,AAECAZICApG8AsrLAg73A6gF5gXlB8GrArazArS7As27AobBAuvCApvNApHQAvvTAovlAgA=
Fenom#1147,Fenom#1147,AAECAa0GHgntAfsBlwKcAqEE5QTtBaQH9gelCdIK0wrWCtcK8gz7DJK0AoO7ArW7Ati7Auq/AtHBAtLBAtjBAtnBAr7IAvDPAujQApDTAgAA,AAECAf0EBu0EuAjQwQLezQK50QKW5AIMigHAAZwCyQOrBMsE5gT4B5KsAsHBApjEAtrFAgA=,AAECAZ8FBJ29ArnBAo7TAuPjAg36AfsB3AP0BfYH2a4CibQC+r8Cs8ECiMcC48sC7dIC+NICAA==,AAECAaIHBJG8AobCAs/hAsPqAg3EAZwC7QKfA4gF1AX4B4YJ+L0Cl8EC/MEC68ICx9MCAA==
NoobNeverCry#11345,NoobNeverCry#11345,AAECAZICCt4F8gWuqwK+rgKhtwKUvQKgzQKe0gKZ0wLb0wIKQF+KAcQG5Ai0uwLLvALPvALdvgKHzgIA,AAECAZ/HAh4JigHtAfsBlwKcAqEE5QTtBfYHpQnSCtMK1wryDPsMkrQCg7sCtbsCt7sC2LsC6r8C0cEC0sEC2MEC5MICvsgC8M8C6NACkNMCAAA=,AAECAf0GBpMEjQiX0wKd4gLY5wLb6QIM9wS2B+EHxAjexALnywLy0AL40AKI0gKL4QL85QLo5wIA,AAECAYO6AgiMArICrwT1uwKRvAKa4gKc4gLb4wILtAHtAqgF3QiStgKBwgKfwgLrwgLKywKmzgL70wIA
amenFouG#1340,amenFouG#1340,### Custom Hunter,### Custom Warlock3,### Custom Priest,### Custom Mage
GxSlver#1754,GxSlver#1754,"### Secrets Mage # Class: Mage # Format: Standard # Year of the Mammoth # # 1x (1) Kabal Lackey # 2x (1) Mana Wyrm # 2x (2) Arcanologist # 2x (2) Frostbolt # 1x (2) Golakka Crawler # 2x (2) Medivh's Valet # 2x (2) Primordial Glyph # 2x (2) Sorcerer's Apprentice # 1x (3) Arcane Intellect # 2x (3) Counterspell # 2x (3) Explosive Runes # 2x (3) Kirin Tor Mage # 1x (3) Spellbender # 2x (4) Fireball # 2x (6) Kabal Crystal Runner # 2x (7) Corridor Creeper # 2x (7) Firelands Portal #  AAECAf0EBO4CqwTrugLkwgINcbsClQPmBJYF7AWjtgLXtgKHvQLBwQKYxAKP0wL70wIA #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### Zoo Warlock # Class: Warlock # Format: Standard # Year of the Mammoth # # 2x (1) Flame Imp # 2x (1) Kobold Librarian # 2x (1) Malchezaar's Imp # 1x (1) Patches the Pirate # 2x (1) Soulfire # 2x (1) Voidwalker # 2x (2) Demonfire # 2x (2) Vulgar Homunculus # 2x (3) Bloodfury Potion # 2x (3) Southsea Captain # 2x (4) Crystalweaver # 2x (5) Despicable Dreadlord # 2x (5) Doomguard # 2x (7) Bonemare # 2x (7) Corridor Creeper # 1x (10) Bloodreaver Gul'dan #  AAECAf0GApG8ApfTAg4w9wSoBc4Hwgj2CLy2Ase7Asm7AvfNAqbOAvHQAvLQAvvTAgA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### Tempo Rogue # Class: Rogue # Format: Standard # Year of the Mammoth # # 2x (0) Backstab # 2x (0) Shadowstep # 1x (1) Cold Blood # 2x (1) Fire Fly # 1x (1) Patches the Pirate # 1x (1) Southsea Deckhand # 2x (1) Swashburglar # 1x (2) Prince Keleseth # 1x (3) Edwin VanCleef # 2x (3) SI:7 Agent # 1x (3) Sonya Shadowdancer # 2x (3) Southsea Captain # 2x (4) Elven Minstrel # 1x (4) Saronite Chain Gang # 2x (5) Cobalt Scalebane # 1x (5) Leeroy Jenkins # 2x (5) Vilespine Slayer # 2x (7) Bonemare # 2x (7) Corridor Creeper #  AAECAYO6AgiMArICrwTUBZG8ApvLAs/hApziAgu0Ae0CqAXdCJK2AoHCAuvCAsrLAqbOAvvTAtvjAgA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### Murlocadin # Class: Paladin # Format: Standard # Year of the Mammoth # # 2x (1) Argent Squire # 1x (1) Grimscale Chum # 2x (1) Murloc Tidecaller # 2x (1) Righteous Protector # 2x (1) Vilefin Inquisitor # 2x (2) Hydrologist # 2x (2) Knife Juggler # 2x (2) Rockpool Hunter # 2x (3) Divine Favor # 2x (3) Murloc Warleader # 2x (3) Rallying Blade # 2x (4) Blessing of Kings # 2x (4) Call to Arms # 2x (4) Gentle Megasaur # 1x (6) Sunkeeper Tarim # 2x (7) Corridor Creeper #  AAECAaToAgLTvAK5wQIO2wOnBfUFrwenCLEI06oC2a4Cs8ECncICscIC48sC+NIC+9MCAA== #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone"
Ziraldo#1185,Ziraldo#1185,AAECAZICAtkHkbwCDvcDqAXmBeUHwasCtrMCzbsChsECr8IC68ICm80CkdAC+9MCi+UCAA==,AAECAaIHBK8E8gWRvAKc4gINtAHtAqgF1AXdCJK2AoHCAuvCApvLAsrLAqbOAvvTAtvjAgA=,AAECAR8CrwSRvAIOqAK1A6gFuwXUBfIF6wf+DOq7Aq/CAo7DAvvTAuHjAovlAgA=,AAECAf0EBMABqwTrugKi0wINcbsClQPmBJYF7AWjtgLXtgKHvQLBwQKYxAKP0wL70wIA
HAVAJSMURf#2495,HAVAJSMURf#2495,AAECAZ8FBNO8ArPBArnBArjHAg3FA9sDpwWnCLEI06oC2a4CncICscIC5MIC48sC+NIC+9MCAA==,AAECAZICBJG8Aq/CAuvCApvNAg33A6gF5gXZB+UHwasCtrMCzbsChsEC5MICkdAC+9MCi+UCAA==,AAECAR8CrwSRvAIOqAK1A6gF1AXrB/4M6rsCr8IC5MICjsMC3dIC+9MC4eMCi+UCAA==,AAECAQcErwTuBuUHkbwCDRywApEDjgWoBdQF5weCsAKIsALrwgL70wLP4wLX6wIA
Diggen#2618,Diggen#2618,AAECAZICBKgFkbwCn8ICyssCDfcD5gXlB8GrArazAs27AobBAuTCAuvCApvNApHQAvvTAovlAgA=,AAECAf0GCPIFzAjgrALKwwKgzgKX0wLq5gLY5wIL2wa2B8QIm8IC3sQC58sC8tAC+NACiNIC/OUC6OcCAA== #,AAECAYO6AgiyAq8EqAWStgL1uwKRvALKwwKc4gILtAHtAtQF3QiBwgLrwgKbywLKywKmzgL70wLb4wIA,AAECAa0GHgntAfsBlwKcAqEE5QTtBaQH9gelCdIK0wrWCtcK8gz7DJK0AoO7ArW7Ati7Auq/AtHBAtLBAtjBAtnBAsrDAvDPAujQApDTAgAA #
goodfeller#2857,goodfeller#2857,AAECAZICBNkHkbwCr8ICysMCDfcDqAXmBeUHwasCtrMCzbsChsEC5MIC68ICm80C+9MCi+UCAA==,AAECAZ/HAh4J7QGXApwCoQTlBO0FpAf2B6UJ0grTCtYK1wryDPsMkrQCg7sCtbsC2LsC6r8C0cEC0sEC2MEC2cEC5MICysMC8M8C6NACkNMCAAA=,AAECAcn1AgbtBcwI4KwCoM4Cl9MC2OcCDNsGtgfECJvCAt7EAt/EAufLAvLQAvjQAojSAvzlAujnAgA=,AAECAYsWBNQFkbwCs8ECucECDdsDpwWoBacIsQjTqgLZrgLTvAKdwgKxwgLjywL40gL70wIA
barthoo#1160,barthoo#1160,AAECAaIHBrICrwSRvALCzgKc4gLb4wIMtAHtAqgF1AXdCJK2AoHCAuvCApvLAsrLAqbOAvvTAgA=,AAECAZICApG8AsrLAg73A6gF5gXlB8GrArazAs27AobBAuTCAuvCApvNApHQAvvTAovlAgA=,AAECAcn1AgSRvALKywKX0wKc4gINMPcEqAXOB8IItKwCvLYCx7sCm8sC980Cps4C8tAC+9MCAA==,AAECAZ/HAh4J7QH7AZcCnAKhBOUE7QX2B6UJ0grTCtYK1wryDPsMkrQCg7sCtbsC2LsC8LsC6r8C0cEC0sEC2MEC2cECvsgC8M8C6NACkNMCAAA=
Jacks#11146,Jacks#11146,AAECAa0GHgntAfsBkAKXApwCoQTlBO0F9gelCdIK0wrWCtcK8gz7DJK0AoO7ArW7Ati7Auq/AtHBAtLBAtjBAtnBAsrDAvDPAujQApDTAgAA,AAECAf0GCO0F2wbgrAKgzgL40AKX0wLY5wKX6AILtgfECJvCAt7EAt/EAufLAvLQAojSAvzlAurmAujnAgA=,AAECAZICBK6rApS9ApnTAtvTAg1AX8QG5Ai0uwLLvALdvgKgzQKHzgKU0gKY0gKe0gKE5gIA,AAECAYO6AgayAq8EkbwCysMCyssCnOICDLQB7QKoBdQF3QiStgKBwgLrwgKbywKmzgL70wLb4wIA
KeydBnqMylon#1798,KeydBnqMylon#1798,AAECAZ8FAv4DucECDsUD2wOnBacIsQjTqgLTvAKzwQKdwgKxwgLjywL40gL70wLW5QIA,AAECAZICBMQGrqsClL0CmdMCDUBf5Ai0uwLLvALdvgKgzQKHzgKU0gKY0gKe0gLb0wKE5gIA,AAECAa0GBpG8AuG/AtnBAqDOApziAtDnAgwIqAWNCPIMursC8LsCysMCmcgCyssCps4Cy+YC1+sCAA==,AAECAY0WBMUE7QXsB78IDYoBwAG7AskDqwTLBO0ElgX7DKO2Aum6AsHBApjEAgA=
Lordnt#11906,Lordnt#11906,AAECAZ/HAh4J7QH7AZcCnAKhBOUE7QX2B6UJ0grTCtYK1wryDPsMkrQCg7sCtbsC2LsC6r8C0cEC0sEC2MEC2cECysMCvsgC8M8C6NACkNMCAAA=,AAECAYO6AgSyAq8EkbwCnOICDbQB7QKoBdQF3QiStgKBwgLrwgKbywLKywKmzgL70wLb4wIA,AAECAZICBooHrqsCobcC4LsClL0CmdMCDEBfxAbkCLS7Asu8As+8At2+AqDNAofOApjSAp7SAgA=,AAECAf0GBJME4KwCl9MC2+kCDfcEtgfhB8QI3sQC38QC58sC8tAC+NACiNICi+EC/OUC6OcCAA==
EvilTortilla#1971,EvilTortilla#1971,AAECAf0GBsQI4KwCoM4C+NACl9MC2OcCDNsGtgfMCJvCAt7EAt/EAufLAvLQAojSAvzlAurmAujnAgA=,AAECAQcIS5EGgq0C0cMCz8cCjs4CoM4Cn9MCC5ADogTUBPwE/wf7DJvCAsbDAt/EAszNAs/nAgA=,AAECAa0GHgntAfsBlwKcAqEE5QTtBckG9gelCdIK0wrXCvIM+wyStAKDuwK1uwLYuwLRwQLYwQLZwQLkwgLKwwK+yAKgzgLwzwLo0AKQ0wIAAA==,AAECAf0EBqG3AuTCApvLAqDOApvTAqPrAgyKAckD7Af7DKO2AsrDAt/EApbHAtvTAtXhAtfhApbkAgA=
n1f2l3#1991,n1f2l3#1991,"### to # Class: Druid # Format: Standard # Year of the Mammoth # # 2x (1) Bloodsail Corsair # 2x (1) Dire Mole # 2x (1) Enchanted Raven # 2x (1) Fire Fly # 2x (1) Mark of the Lotus # 1x (1) Patches the Pirate # 1x (2) Dire Wolf Alpha # 2x (2) Druid of the Swarm # 1x (2) Golakka Crawler # 2x (2) Mark of Y'Shaarj # 2x (2) Power of the Wild # 2x (3) Crypt Lord # 2x (3) Savage Roar # 2x (3) Southsea Captain # 1x (4) Spellbreaker # 2x (5) Living Mana # 2x (7) Corridor Creeper #  AAECAZICBPIF2QeRvALkwgIN9wOoBeYF5QfBqwK2swLNuwKGwQLrwgKbzQKR0AL70wKL5QIA #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### Custom Priest # Class: Priest # Format: Standard # Year of the Mammoth # # 1x (0) Circle of Healing # 1x (0) Silence # 1x (1) Binding Heal # 1x (1) Holy Smite # 1x (1) Northshire Cleric # 1x (1) Potion of Madness # 1x (1) Power Word: Shield # 1x (2) Bloodmage Thalnos # 1x (2) Loot Hoarder # 1x (2) Mind Blast # 1x (2) Novice Engineer # 1x (2) Radiant Elemental # 1x (2) Shadow Visions # 1x (2) Shadow Word: Pain # 1x (2) Spirit Lash # 1x (2) Wild Pyromancer # 1x (3) Acolyte of Pain # 1x (3) Curious Glimmerroot # 1x (3) Kabal Talonpriest # 1x (3) Shadow Word: Death # 1x (3) Tar Creeper # 1x (4) Auchenai Soulpriest # 1x (4) Kazakus # 1x (4) Priest of the Feast # 1x (5) Lyra the Sunshard # 1x (5) Raza the Chained # 1x (6) Dragonfire Potion # 1x (7) Prophet Velen # 1x (7) Psychic Scream # 1x (8) Shadowreaper Anduin #  AAECAa0GHgntAfsBlwKcAqEE5QTtBfYHpQnSCtMK1wryDPsMkrQCg7sCtbsC2LsC8LsC6r8C0cEC0sEC2MEC2cECysMCvsgC8M8C6NACkNMCAAA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### Custom Warlock2 # Class: Warlock # Format: Standard # Year of the Mammoth # # 2x (1) Dark Pact # 2x (1) Kobold Librarian # 2x (1) Mistress of Mixtures # 2x (1) Mortal Coil # 2x (2) Defile # 2x (3) Stonehill Defender # 2x (4) Hellfire # 2x (4) Lesser Amethyst Spellstone # 2x (5) Carnivorous Cube # 2x (5) Doomguard # 2x (5) Faceless Manipulator # 2x (5) Possessed Lackey # 1x (5) Skull of the Man'ari # 2x (9) Voidlord # 1x (10) Bloodreaver Gul'dan # 2x (12) Mountain Giant #  AAECAf0GApfTAtvpAg6TBPcEtgfhB8QIm8IC3sQC58sC8tAC+NACiNICi+EC/OUC6OcCAA== #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### Custom Rogue # Class: Rogue # Format: Standard # Year of the Mammoth # # 2x (0) Backstab # 2x (0) Shadowstep # 2x (1) Fire Fly # 1x (1) Patches the Pirate # 2x (1) Southsea Deckhand # 2x (1) Swashburglar # 1x (2) Prince Keleseth # 1x (3) Edwin VanCleef # 2x (3) SI:7 Agent # 2x (3) Southsea Captain # 2x (4) Elven Minstrel # 2x (4) Saronite Chain Gang # 2x (5) Cobalt Scalebane # 1x (5) Leeroy Jenkins # 2x (5) Vilespine Slayer # 2x (7) Bonemare # 2x (7) Corridor Creeper #  AAECAYO6AgSyAq8EkbwCnOICDbQB7QKoBdQF3QiStgKBwgLrwgKbywLKywKmzgL70wLb4wIA #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone"
Alexzika#11258,Alexzika#11258,AAECAcn1AgTyBeTCApfTAtvpAg2TBPcEtgfhB8QI3sQC58sC8tAC+NACiNICi+EC/OUC6OcCAA== lock,AAECAaIHBrICrwTyBZG8AsrLApziAgy0AYwC7QKoBdQF3QiStgKBwgLrwgKmzgL70wLb4wIA rogue,AAECAZ/HAh4J7QH7AZcCnAK0AqEE5QTtBaQH9gelCdIK0wrXCvIM+wyStAKDuwK1uwLYuwLqvwLRwQLSwQLYwQLZwQLwzwLo0AKQ0wL26gIAAA== priest,AAECAZ8FBMUD8gW5wQLW5QIN2wOnBacIsQjTqgLZrgLTvAKzwQKdwgKxwgLjywL40gL70wIA pala
yugiminouine#1386,yugiminouine#1386,"### 2# Class: Druid # Format: Standard # Year of the Mammoth # # 2x (1) Jade Idol # 2x (1) Lesser Jasper Spellstone # 2x (2) Wild Growth # 2x (3) Jade Blossom # 2x (4) Branching Paths # 1x (4) Fandral Staghelm # 2x (4) Ironwood Golem # 2x (4) Oaken Summons # 1x (4) Spellbreaker # 2x (4) Swipe # 2x (5) Arcane Tyrant # 2x (5) Nourish # 1x (6) Aya Blackpaw # 2x (6) Jade Behemoth # 2x (6) Spreading Plague # 1x (7) Malfurion the Pestilent # 2x (10) Ultimate Infestation #  AAECAZICBPIFrqsClL0CmdMCDUBf5Ai0uwLLvALdvgKgzQKHzgKU0gKY0gKe0gLb0wKE5gIA #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### 1 # Class: Rogue # Format: Standard # Year of the Mammoth # # 2x (0) Backstab # 2x (0) Shadowstep # 2x (1) Fire Fly # 1x (1) Patches the Pirate # 2x (1) Southsea Deckhand # 2x (1) Swashburglar # 1x (2) Prince Keleseth # 1x (3) Edwin VanCleef # 2x (3) SI:7 Agent # 2x (3) Southsea Captain # 2x (4) Elven Minstrel # 2x (4) Saronite Chain Gang # 2x (4) Spellbreaker # 1x (5) Leeroy Jenkins # 2x (5) Vilespine Slayer # 2x (7) Bonemare # 2x (7) Corridor Creeper #  AAECAYO6AgSyAq8EkbwCnOICDbQB7QKoBdQF8gXdCJK2AoHCAuvCApvLAqbOAvvTAtvjAgA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### highlander # Class: Priest # Format: Standard # Year of the Mammoth # # 1x (0) Circle of Healing # 1x (0) Silence # 1x (1) Binding Heal # 1x (1) Holy Smite # 1x (1) Northshire Cleric # 1x (1) Potion of Madness # 1x (1) Power Word: Shield # 1x (2) Bloodmage Thalnos # 1x (2) Golakka Crawler # 1x (2) Loot Hoarder # 1x (2) Mind Blast # 1x (2) Novice Engineer # 1x (2) Radiant Elemental # 1x (2) Shadow Word: Pain # 1x (2) Spirit Lash # 1x (2) Wild Pyromancer # 1x (3) Acolyte of Pain # 1x (3) Kabal Talonpriest # 1x (3) Shadow Word: Death # 1x (3) Tar Creeper # 1x (4) Auchenai Soulpriest # 1x (4) Kazakus # 1x (4) Mass Dispel # 1x (4) Priest of the Feast # 1x (5) Lyra the Sunshard # 1x (5) Raza the Chained # 1x (6) Dragonfire Potion # 1x (7) Prophet Velen # 1x (7) Psychic Scream # 1x (8) Shadowreaper Anduin #  AAECAa0GHgntAfsBlwKcAqEE5QTtBfYHpQnSCtMK1grXCvIM+wyStAKDuwK1uwLYuwLwuwLqvwLSwQLYwQLkwgLKwwK+yALwzwLo0AKQ0wIAAA== #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### ctrl # Class: Warlock # Format: Standard # Year of the Mammoth # # 1x (1) Dark Pact # 2x (1) Kobold Librarian # 2x (1) Mistress of Mixtures # 2x (1) Mortal Coil # 2x (2) Defile # 1x (2) Dirty Rat # 2x (2) Plated Beetle # 1x (2) Tainted Zealot # 2x (3) Stonehill Defender # 1x (3) Tar Creeper # 2x (4) Hellfire # 2x (4) Lesser Amethyst Spellstone # 2x (5) Possessed Lackey # 1x (6) Siphon Soul # 1x (6) Skulking Geist # 2x (8) Twisting Nether # 2x (9) Voidlord # 1x (10) Bloodreaver Gul'dan # 1x (10) N'Zoth, the Corruptor #  AAECAf0GCMwI4KwCysMC38QCoM4C+NACl9MCl+gCC9sGtgfECJvCAt7EAufLAvLQAojSAvzlAurmAujnAgA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone"
