Wispering Woods,4,Druid,DRUID,EPIC,GILNEAS,400,0,1600,,,,,,,,,,,
Emerald Reaver,4,Hunter,NEUTRAL,COMMON,UNGORO,40,0,160,,,,,,,,,,,
Deathstalker Rexxar,4,Hunter,HUNTER,LEGENDARY,ICECROWN,1600,0,6400,,,,,,,,,,,
Iron Hide,4,Warrior,WARRIOR,COMMON,UNGORO,40,0,160,,,,,,,,,,,
Gather Your Party,4,Warrior,WARRIOR,RARE,LOOTAPALOOZA,100,0,400,,,,,,,,,,,
Soulfire,4,Warlock,WARLOCK,FREE,CORE,0,0,0,,,,,,,,,,,
Deathspeaker,4,Warlock,NEUTRAL,COMMON,ICECROWN,40,0,160,,,,,,,,,,,
Acherus Veteran,4,Warlock,NEUTRAL,COMMON,ICECROWN,40,0,160,,,,,,,,,,,
Flamestrike,4,Mage,MAGE,FREE,CORE,0,0,0,,,,,,,,,,,
Shiv,4,Rogue,ROGUE,FREE,CORE,0,0,0,,,,,,,,,,,
Fal'dorei Strider,4,Rogue,ROGUE,EPIC,LOOTAPALOOZA,400,0,1600,,,,,,,,,,,
Squashling,4,Priest,PRIEST,COMMON,GILNEAS,40,160,160,,,,,,,,,,,
Savage Roar,4,Druid,DRUID,FREE,CORE,0,0,0,,,,,,,,,,,
Wolfrider,4,Hunter,NEUTRAL,FREE,CORE,0,0,0,,,,,,,,,,,
Freezing Trap,4,Hunter,HUNTER,COMMON,EXPERT1,40,0,160,,,,,,,,,,,
Execute,4,Warrior,WARRIOR,FREE,CORE,0,0,0,,,,,,,,,,,
Forge of Souls,4,Warrior,WARRIOR,COMMON,ICECROWN,40,0,160,,,,,,,,,,,
Flame Imp,4,Warlock,WARLOCK,COMMON,EXPERT1,40,0,160,,,,,,,,,,,
Fungalmancer,4,Warlock,NEUTRAL,COMMON,LOOTAPALOOZA,40,0,160,,,,,,,,,,,
Doomsayer,4,Mage,NEUTRAL,EPIC,EXPERT1,400,0,1600,,,,,,,,,,,
Raven Familiar,4,Mage,MAGE,COMMON,LOOTAPALOOZA,40,0,160,,,,,,,,,,,
The Lich King,3,Shaman,NEUTRAL,LEGENDARY,ICECROWN,1600,0,4800,,,,,,,,,,,
Sacrificial Pact,3,Warlock,WARLOCK,FREE,CORE,0,0,0,,,,,,,,,,,
Al'Akir the Windlord,3,Shaman,SHAMAN,LEGENDARY,EXPERT1,1600,0,4800,,,,,,,,,,,
Nerubian Unraveler,3,Druid,NEUTRAL,EPIC,ICECROWN,400,0,1200,,,,,,,,,,,
Gluttonous Ooze,3,Rogue,NEUTRAL,EPIC,UNGORO,400,0,1200,,,,,,,,,,,
Holy Fire,3,Priest,PRIEST,RARE,EXPERT1,100,300,300,,,,,,,,,,,
Gadgetzan Auctioneer,3,Rogue,NEUTRAL,RARE,EXPERT1,100,0,300,,,,,,,,,,,
Genn Greymane,3,Shaman,NEUTRAL,LEGENDARY,GILNEAS,1600,0,4800,,,,,,,,,,,
Mind Control Tech,3,Warrior,NEUTRAL,RARE,EXPERT1,100,0,300,,,,,,,,,,,
Acolyte of Pain,3,Warrior,NEUTRAL,COMMON,EXPERT1,40,0,120,,,,,,,,,,,
Leeroy Jenkins,3,Paladin,NEUTRAL,LEGENDARY,EXPERT1,1600,0,4800,,,,,,,,,,,
Hagatha the Witch,3,Shaman,SHAMAN,LEGENDARY,GILNEAS,1600,0,4800,,,,,,,,,,,
Dragonhatcher,3,Druid,NEUTRAL,EPIC,LOOTAPALOOZA,400,0,1200,,,,,,,,,,,
Mirror Image,2,Mage,MAGE,FREE,CORE,0,0,0,,,,,,,,,,,
Wing Blast,2,Hunter,HUNTER,RARE,GILNEAS,100,0,200,,,,,,,,,,,
Slam,2,Warrior,WARRIOR,COMMON,EXPERT1,40,0,80,,,,,,,,,,,
Scourgelord Garrosh,2,Warrior,WARRIOR,LEGENDARY,ICECROWN,1600,0,3200,,,,,,,,,,,
Geosculptor Yip,2,Warrior,WARRIOR,LEGENDARY,LOOTAPALOOZA,1600,0,3200,,,,,,,,,,,
Cobalt Scalebane,2,Warlock,NEUTRAL,COMMON,ICECROWN,40,0,80,,,,,,,,,,,
Prince Keleseth,2,Warlock,NEUTRAL,LEGENDARY,ICECROWN,1600,0,3200,,,,,,,,,,,
Baron Geddon,2,Mage,NEUTRAL,LEGENDARY,EXPERT1,1600,0,3200,,,,,,,,,,,
Nightmare Amalgam,2,Priest,NEUTRAL,EPIC,GILNEAS,400,800,800,,,,,,,,,,,
Bittertide Hydra,2,Rogue,NEUTRAL,EPIC,UNGORO,400,0,800,,,,,,,,,,,
Archbishop Benedictus,2,Priest,PRIEST,LEGENDARY,ICECROWN,1600,3200,3200,,,,,,,,,,,
Ysera,2,Warrior,NEUTRAL,LEGENDARY,EXPERT1,1600,0,3200,,,,,,,,,,,
Dead Man's Hand,2,Warrior,WARRIOR,EPIC,ICECROWN,400,0,800,,,,,,,,,,,
Acidic Swamp Ooze,2,Rogue,NEUTRAL,FREE,CORE,0,0,0,,,,,,,,,,,
The Lich King,2,Mage,NEUTRAL,LEGENDARY,ICECROWN,1600,0,3200,,,,,,,,,,,
Tanglefur Mystic,2,Rogue,NEUTRAL,COMMON,GILNEAS,40,0,80,,,,,,,,,,,
Curious Glimmerroot,2,Priest,PRIEST,EPIC,UNGORO,400,800,800,,,,,,,,,,,
Sleepy Dragon,2,Druid,NEUTRAL,COMMON,LOOTAPALOOZA,40,0,80,,,,,,,,,,,
Baku the Mooneater,2,Hunter,NEUTRAL,LEGENDARY,GILNEAS,1600,0,3200,,,,,,,,,,,
Grommash Hellscream,2,Warrior,WARRIOR,LEGENDARY,EXPERT1,1600,0,3200,,,,,,,,,,,
The Lich King,2,Warrior,NEUTRAL,LEGENDARY,ICECROWN,1600,0,3200,,,,,,,,,,,
Duskhaven Hunter,2,Hunter,HUNTER,RARE,GILNEAS,100,0,200,,,,,,,,,,,
Frost Lich Jaina,2,Mage,MAGE,LEGENDARY,ICECROWN,1600,0,3200,,,,,,,,,,,
Plated Beetle,2,Mage,NEUTRAL,COMMON,LOOTAPALOOZA,40,0,80,,,,,,,,,,,
Rotten Applebaum,2,Mage,NEUTRAL,COMMON,GILNEAS,40,0,80,,,,,,,,,,,
Crystal Lion,2,Paladin,PALADIN,RARE,LOOTAPALOOZA,100,0,200,,,,,,,,,,,
Free From Amber,2,Priest,PRIEST,RARE,UNGORO,100,200,200,,,,,,,,,,,
Stonehill Defender,2,Mage,NEUTRAL,RARE,UNGORO,100,0,200,,,,,,,,,,,
Faceless Manipulator,2,Warrior,NEUTRAL,EPIC,EXPERT1,400,0,800,,,,,,,,,,,
Mossy Horror,2,Druid,NEUTRAL,EPIC,GILNEAS,400,0,800,,,,,,,,,,,
Leeroy Jenkins,2,Hunter,NEUTRAL,LEGENDARY,EXPERT1,1600,0,3200,,,,,,,,,,,
Fire Fly,2,Hunter,NEUTRAL,COMMON,UNGORO,40,0,80,,,,,,,,,,,
Rotten Applebaum,2,Druid,NEUTRAL,COMMON,GILNEAS,40,0,80,,,,,,,,,,,
Rotface,2,Warrior,WARRIOR,LEGENDARY,ICECROWN,1600,0,3200,,,,,,,,,,,
Woecleaver,2,Warrior,WARRIOR,LEGENDARY,LOOTAPALOOZA,1600,0,3200,,,,,,,,,,,
Tar Creeper,2,Mage,NEUTRAL,COMMON,UNGORO,40,0,80,,,,,,,,,,,
Dragoncaller Alanna,2,Mage,MAGE,LEGENDARY,LOOTAPALOOZA,1600,0,3200,,,,,,,,,,,
Bluegill Warrior,2,Paladin,NEUTRAL,FREE,CORE,0,0,0,,,,,,,,,,,
Cobalt Scalebane,2,Priest,NEUTRAL,COMMON,ICECROWN,40,80,80,,,,,,,,,,,
Spiteful Summoner,2,Priest,NEUTRAL,EPIC,LOOTAPALOOZA,400,800,800,,,,,,,,,,,
Bloodmage Thalnos,1,Paladin,NEUTRAL,LEGENDARY,EXPERT1,1600,0,1600,,,,,,,,,,,
Skulking Geist,1,Druid,NEUTRAL,EPIC,ICECROWN,400,0,400,,,,,,,,,,,
Tinkmaster Overspark,1,Warrior,NEUTRAL,LEGENDARY,EXPERT1,1600,0,1600,,,,,,,,,,,
Harrison Jones,1,Mage,NEUTRAL,LEGENDARY,EXPERT1,1600,0,1600,,,,,,,,,,,
Fire Fly,1,Mage,NEUTRAL,COMMON,UNGORO,40,0,40,,,,,,,,,,,
Spellbreaker,1,Priest,NEUTRAL,COMMON,EXPERT1,40,40,40,,,,,,,,,,,
The Lich King,1,Priest,NEUTRAL,LEGENDARY,ICECROWN,1600,1600,1600,,,,,,,,,,,
Hungry Crab,1,Druid,NEUTRAL,EPIC,EXPERT1,400,0,400,,,,,,,,,,,
Skulking Geist,1,Mage,NEUTRAL,EPIC,ICECROWN,400,0,400,,,,,,,,,,,
Azalina Soulthief,1,Warrior,NEUTRAL,LEGENDARY,GILNEAS,1600,0,1600,,,,,,,,,,,
Ferocious Howl,1,Druid,DRUID,COMMON,GILNEAS,40,0,40,,,,,,,,,,,
Zola the Gorgon,1,Warrior,NEUTRAL,LEGENDARY,LOOTAPALOOZA,1600,0,1600,,,,,,,,,,,
Prince Keleseth,1,Priest,NEUTRAL,LEGENDARY,ICECROWN,1600,1600,1600,,,,,,,,,,,
Dollmaster Dorian,1,Druid,NEUTRAL,LEGENDARY,GILNEAS,1600,0,1600,,,,,,,,,,,
Plague Scientist,1,Rogue,ROGUE,COMMON,ICECROWN,40,0,40,,,,,,,,,,,
Acidic Swamp Ooze,1,Shaman,NEUTRAL,FREE,CORE,0,0,0,,,,,,,,,,,
Zola the Gorgon,1,Warlock,NEUTRAL,LEGENDARY,LOOTAPALOOZA,1600,0,1600,,,,,,,,,,,
Gorehowl,1,Warrior,WARRIOR,EPIC,EXPERT1,400,0,400,,,,,,,,,,,
Faceless Manipulator,1,Druid,NEUTRAL,EPIC,EXPERT1,400,0,400,,,,,,,,,,,
Grand Archivist,1,Priest,NEUTRAL,EPIC,LOOTAPALOOZA,400,400,400,,,,,,,,,,,
Earthen Ring Farseer,1,Warlock,NEUTRAL,COMMON,EXPERT1,40,0,40,,,,,,,,,,,
Keeper of the Grove,1,Druid,DRUID,RARE,EXPERT1,100,0,100,,,,,,,,,,,
Spellbreaker,1,Mage,NEUTRAL,COMMON,EXPERT1,40,0,40,,,,,,,,,,,
Silver Sword,1,Paladin,PALADIN,RARE,GILNEAS,100,0,100,,,,,,,,,,,
Bloodmage Thalnos,1,Rogue,NEUTRAL,LEGENDARY,EXPERT1,1600,0,1600,,,,,,,,,,,
Vex Crow,1,Mage,MAGE,COMMON,GILNEAS,40,0,40,,,,,,,,,,,
Gluttonous Ooze,1,Mage,NEUTRAL,EPIC,UNGORO,400,0,400,,,,,,,,,,,
